Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Cardio Long Jump Shuffle Back,"quads, glutes, calves",bodyweight,Intermediate,Cardio,"1
Stand feet shoulder-width, knees slightly bent, arms behind you, eyes forward.
2
Swing arms backward, squat deeply, loading legs for explosive power.
3
Swing arms, explode forward, extend legs mid-air, land softly on both feet.
4
Shuffle back to the starting position.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Calves Exercise, Calves, Quads Exercise",https://musclewiki.com/cardio/male/calves/cardio-long-jump-shuffle-back/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-long-jump-shuffle-back-front.mp4#t=0.1
Cardio Quick Feet,calves,unknown,Beginner,Cardio,"1
Quickly tap each foot to the ground.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-quick-feet/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-quick-feet-front.mp4#t=0.1
Cardio Row Erg Rower,"biceps, quads, glutes",machine,Beginner,Cardio,"1
Sit on seat, feet strapped in, grip handle with arms extended.
2
Push with legs, lean back slightly, pull handle to lower ribs.
3
Extend arms, lean forward from hips, bend knees to return to start.



Quad Exercise, Leg Exercise, Glutes Exercise, Bicep Exercise, Glute Exercise, Butt Exercise, Quads Exercise, Arm Exercise, Lats Exercise, Biceps Exercise",https://musclewiki.com/cardio/male/biceps/cardio-row-erg-rower/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-front.mp4#t=0.1
Cardio Row Erg Rower Arms Only,biceps,machine,Beginner,Cardio,"1
Make sure your feet are strapped in tightly.
2
Without bending your legs, pull the handle to your ribcage.
3
Fully extend your elbows before initiating the next rep.



Biceps Exercise, Bicep Exercise, Arm Exercise, Lats Exercise",https://musclewiki.com/cardio/male/biceps/cardio-row-erg-rower-arms-only/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-arms-only-side.mp4#t=0.1
Cardio Row Erg Rower Four Stroke Sprint Start,"biceps, quads, glutes",machine,Beginner,Cardio,"1
Sit on seat, feet strapped in, grip handle with arms extended.
2
Push with legs, lean back slightly. Do four small pulls with increasing distance on each rep.
3
Extend arms, lean forward from hips, bend knees to return to start.



Quad Exercise, Leg Exercise, Glutes Exercise, Bicep Exercise, Glute Exercise, Butt Exercise, Quads Exercise, Arm Exercise, Lats Exercise, Biceps Exercise",https://musclewiki.com/cardio/male/biceps/cardio-row-erg-rower-four-stroke-sprint-start/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-four-stroke-sprint-start-side.mp4#t=0.1
Cardio Row Erg Rower Legs Only,"quads, glutes",machine,Beginner,Cardio,"1
Strap your feet in tightly.
2
Keep your arms extended while flexing and extending at the hips and knees.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/cardio/male/glutes/cardio-row-erg-rower-legs-only/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-legs-only-side.mp4#t=0.1
Cardio Seal Jacks,"calves, gluteus-medius",unknown,Beginner,Cardio,"1
Stand with feet together, arms in front at chest level, palms touching.
2
Spread legs wide, simultaneously swing arms out to sides, palms facing forward.
3
Jump back to starting position, bringing arms together again quickly. Repeat rhythmically.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Gluteus Medius Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-seal-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-seal-jacks-front.mp4#t=0.1
Cardio Shuttle Sprint,"quads, glutes, calves",unknown,Beginner,Cardio,"1
Set up two cones at a specified distance.
2
Stay low and sprint quickly to the second cone.
3
Hinge forward and tap the cone, then turn and sprint to the original cone.
4
Repeat for the desired time or reps.



Quad Exercise, Leg Exercise, Calves Exercise, Glutes Exercise, Calves, Glute Exercise, Butt Exercise, Quads Exercise",https://musclewiki.com/cardio/male/calves/cardio-shuttle-sprint/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-shuttle-sprint-side.mp4#t=0.1
Cardio Single Leg Forward Hop,calves,unknown,Beginner,Cardio,"1
Pick up one leg off the ground.
2
Hop forward and backward quickly while staying on your toes.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-single-leg-forward-hop/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-single-leg-forward-hop-front.mp4#t=0.1
Cardio Single Leg Lateral Hop,calves,unknown,Beginner,Cardio,"1
Pick up one leg off the ground.
2
Hop laterally quickly while staying on your toes.



Calves, Leg Exercise, Calves Exercise",https://musclewiki.com/cardio/male/calves/cardio-single-leg-lateral-hop/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-single-leg-lateral-hop-front.mp4#t=0.1
Cardio Skater,glutes,unknown,Beginner,Cardio,"1
Stand, balance on right foot, left foot behind, slightly bent knees.
2
Jump to left, landing on left foot, right foot behind, swinging arms.
3
Continue leaping side-to-side, maintaining balance and speed, like a speed skater.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/cardio/male/glutes/cardio-skater/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-skater-front.mp4#t=0.1
Cardio Skater To Single Leg Burpee,"chest, glutes, calves",bodyweight,Advanced,Cardio,"1
Leap sideways, land on right foot, left leg behind to the side.
2
Drop into a single-leg burpee, right leg only, hands to ground.
3
Return to standing on right, leap sideways to left, repeat with left leg.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Pec Exercise, Pecs, Calves, Chest Exercise",https://musclewiki.com/cardio/male/calves/cardio-skater-to-single-leg-burpee/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-skater-to-single-leg-burpee-front.mp4#t=0.1
Cardio Ski Erg,"triceps, abdominals",unknown,Beginner,Cardio,"1
Leap sideways, land on right foot, left leg behind to the side.
2
Drop into a single-leg burpee, right leg only, hands to ground.
3
Return to standing on right, leap sideways to left, repeat with left leg.



Triceps Exercise, Tricep Exercise, Lats Exercise, Arm Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/cardio/male/abdominals/cardio-ski-erg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-ski-erg-side.mp4#t=0.1
Cardio Sprint In Place,"quads, glutes, calves",unknown,Beginner,Cardio,"1
Stand tall, feet hip-width apart, knees slightly bent, ready to move.
2
Quickly drive knees up towards chest, alternating legs, pumping arms in rhythm.
3
Gradually speed up, maintaining high knees and arm movement, breathe steadily.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Calves Exercise, Calves, Quads Exercise",https://musclewiki.com/cardio/male/calves/cardio-sprint-in-place/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-sprint-in-place-front.mp4#t=0.1
Cardio Step Out Jacks,glutes,unknown,Beginner,Cardio,"1
Stand tall, feet together, arms by sides, ready to move.
2
Step right foot out, simultaneously raise arms above head.
3
Step right foot in, lower arms, repeat left, maintain rhythm.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/cardio/male/glutes/cardio-step-out-jacks/,https://placehold.co/640x360/png?text=No+Video+Available
Cardio Three Step Heismans,"quads, hamstrings, glutes, calves",unknown,Beginner,Cardio,"1
Start with a shoulder width stance.
2
Stay on your toes, step right, tap your left toe to the ground, plant your right foot and raise your left leg.
3
Then repeat in the opposite direction.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Calves Exercise, Hamstrings Exercise, Calves, Quads Exercise, Hamstring Exercise",https://musclewiki.com/cardio/male/calves/cardio-three-step-heismans/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-three-step-heismans-front.mp4#t=0.1
Chair Pose,quads,unknown,Beginner,Stretching,"1
Stand straight with your feet hip-width apart and arms at your sides.
2
Inhale and raise your arms straight up over your head.
3
Exhale and bend your knees, lowering your hips as if you were sitting in a chair.
4
Hold the pose for a few breaths, then inhale and stand up straight.



beginner Yoga exercise, Chair Pose, Yoga, Leg Exercise, How To Do A Chair Pose, Quad Exercise, Yoga Pose, Yoga Exercises, Utkatasana, How to do Chair Pose, Quads Exercise, Yoga Fitness",https://musclewiki.com/yoga/male/quads/chair-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-chair-pose-side.mp4#t=0.1
Chest Stretch Variation Four,chest,unknown,Novice,Stretching,"1
Raise your arms to shoulder height, fully extended in front of you.
2
Slowly bring your arms behind your back still at shoulder height.
3
Pause for a few seconds and then return to starting position.



beginner Stretches exercise, Fitness Stretch, Pec Exercise, Pecs, How to do Chest Stretch Variation Four, Chest Exercise, How To Do A Chest Stretch Variation Four",https://musclewiki.com/stretches/male/chest/chest-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-chest-stretch-variation-4-front.mp4#t=0.1
Chest Stretch Variation One,chest,unknown,Novice,Stretching,"1
Using a raised wall, place your arm at a 90 degree angle against it.
2
With a staggered stance, lean into the wall extending your chest.
3
Pause for a few seconds and then return to starting position and repeat on opposite side.



Pecs, How To Do A Chest Stretch Variation One, Fitness Stretch, Pec Exercise, How to do Chest Stretch Variation One, Chest Exercise, beginner Stretches exercise",https://musclewiki.com/stretches/male/chest/chest-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-chest-stretch-variation-1-front.mp4#t=0.1
Chest Stretch Variation Three,chest,unknown,Novice,Stretching,"1
Place your arms behind your back and clasp your hands together.
2
Slowly extend your elbows until they are locked then lift them away from you.
3
Pause in this position for a few seconds and then return them to starting position.



beginner Stretches exercise, How to do Chest Stretch Variation Three, Fitness Stretch, Pec Exercise, Pecs, Chest Exercise, How To Do A Chest Stretch Variation Three",https://musclewiki.com/stretches/male/chest/chest-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-chest-stretch-variation-3-front.mp4#t=0.1
Chest Stretch Variation Two,chest,unknown,Novice,Stretching,"1
Lay on your side with one hand just in front of you.
2
With a slight bend in your arm, rotate your arm around your body as slowly as possible.
3
Return to the starting position and then repeat on the other side.



beginner Stretches exercise, How To Do A Chest Stretch Variation Two, Fitness Stretch, How to do Chest Stretch Variation Two, Pec Exercise, Pecs, Chest Exercise",https://musclewiki.com/stretches/male/chest/chest-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-chest-stretch-variation-2-front.mp4#t=0.1
Child Pose Elbows On Block,triceps,unknown,Beginner,Stretching,"1
Place two blocks on the floor, shoulder-width apart.
2
Kneel in front of the blocks, and lower your torso down so that your elbows are resting on the blocks, and your forehead is resting on the floor.
3
Relax your arms, shoulders, and neck, and breathe deeply.
4
Hold for a few breaths, then release.



Child Pose, How to do Child Pose Elbows On Block, beginner Yoga exercise, Yoga Exercises, How To Do A Child Pose Elbows On Block, Yoga Fitness, Balasana Prayer, Yoga Pose, Tricep Exercise, Triceps Exercise, Arm Exercise, Yoga",https://musclewiki.com/yoga/male/triceps/child-pose-elbows-on-block/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-child-pose-elbows-on-block-front.mp4#t=0.1
Clamshells 1 Side Lying,"glutes, gluteus-medius",unknown,Intermediate,Muscle Building,"1
Lay on your side with knees bent. 90° angle at hips, knees and feet.
2
Externally rotate the top knee without dropping your hip back
3
Hold for a split second (or as indicated by therapist/trainer) and return to starting position without resting on the under knee



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/clamshells-1-side-lying/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-clamshells-1-side-lying-front.mp4#t=0.1
Clamshells 2 Side Lying,"glutes, gluteus-medius",unknown,Intermediate,Muscle Building,"1
Lay on your side with knees bent. 90° angle at hips, knees and feet.
2
Lift your top leg slightly so no support is coming from the under leg.
3
Externally rotate the top knee without dropping your hip back
4
Hold for a split second (or as indicated by therapist/trainer) and return to starting position



Glute Exercise, Butt Exercise, Glutes Exercise",https://musclewiki.com/recovery/male/glutes/clamshells-2-side-lying/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-clamshells-2-side-lying-side.mp4#t=0.1
Clamshells 3 Internal External Rotations Side Lying,"glutes, gluteus-medius",unknown,Intermediate,Muscle Building,"1
Lay on your side with knees bent. 90° angle at hips, knees and feet.
2
Lift your top leg a few centimeters off of the under leg (15-20cm)
3
Externally rotate the top knee without dropping your hip back.
4
Hold for a split second (or as indicated by therapist/trainer) and then internally rotate the knee



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/clamshells-3-internal-external-rotations-side-lying/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-clamshells-3-internal-external-rotations-side-lying-side.mp4#t=0.1
Clamshells 4 Side Lying Resisted,"glutes, gluteus-medius",unknown,Intermediate,Muscle Building,"1
Lay on your side with knees bent and a loop band around them. 90° angle at hips, knees and feet.
2
Externally rotate the top knee without dropping your hip back
3
Hold for a split second (or as indicated by therapist/trainer) and return to starting position without resting on the under knee



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/clamshells-4-side-lying-resisted/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-clamshells-4-side-lying-resisted-side.mp4#t=0.1
Clock Taps,"quads, glutes",unknown,Intermediate,Muscle Building,"1
Balance on one leg
2
Try to tap your targets with the toes of your suspended leg
3
The goal is to maintain balance while moving your leg towards the target and back



Quad Exercise, Leg Exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/clock-taps/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-clock-taps-side.mp4#t=0.1
Cobra Pose,abdominals,unknown,Beginner,Stretching,"1
Start prone, hands under shoulders.
2
Inhale, lift chest, arch back.
3
Elongate neck, gaze up. Breathe, hold. Release, exhale.



Yoga, Abs Exercise, Yoga Pose, Yoga Exercises, Lower Back, Lower back Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Yoga Fitness, Lower Back Exercise",https://musclewiki.com/yoga/male/lowerback/cobra-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-Yoga-cobra-pose-side.mp4#t=0.1
Core Stability 1 Crosslateral Limb Raise 4Pt Position,"glutes, abdominals, obliques, anterior-deltoid",unknown,Beginner,Muscle Building,"1
Bring yourself to the 4 point position (on all fours)
2
90° angles at hips and shoulder and neutral spine
3
Raise opposite limbs till they are parallel to the ground
4
Hold for a split second and bring back to starting position



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Shoulders Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/core-stability-1-crosslateral-limb-raise-4pt-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-1-crosslateral-limb-raise-4pt-position-front.mp4#t=0.1
Core Stability 2 Opposite Shoulder Tap 4Pt Position,"biceps, triceps, abdominals, obliques, anterior-deltoid",unknown,Beginner,Muscle Building,"1
Bring yourself to the 4 point position (on all fours). 90° angles at hips and shoulder and neutral spine.
2
Lift your knees slightly off the ground supporting your weight on palms and toes.
3
Maintain a toe placement roughly at shoulder width (the wider the leg stance the easier the exercise - the narrower the stance the more difficult it becomes.
4
Tap your opposite shoulder with your fingertips.



Biceps Exercise, Obliques, Triceps Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Tricep Exercise, Ab Exercise, Arm Exercise, Abdominals Exercise, Abs, Obliques Exercise, Bicep Exercise, Abdominal Exercise, Shoulders Exercise, Abs Exercise",https://musclewiki.com/recovery/male/biceps/core-stability-2-opposite-shoulder-tap-4pt-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-2-opposite-shoulder-tap-4pt-position-side.mp4#t=0.1
Core Stability 4 Crosslateral Limb Raise Push Up Position,"glutes, abdominals, obliques, anterior-deltoid",unknown,Advanced,Muscle Building,"1
Bring yourself to a strict push-up position
2
Maintain a toe placement roughly at shoulder width (the wider the leg stance the easier the exercise - the narrower the stance the more difficult it becomes.
3
Tap your opposite shoulder with your fingertips.
4
Do not tilt or shift your hips. Do not round or arch your back.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Shoulders Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/core-stability-4-crosslateral-limb-raise-push-up-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-4-crosslateral-limb-raise-push-up-position-side.mp4#t=0.1
Core Stability 5 Crosslateral Limb Raise Into Knee Elbow Tuck Push Up Position,"glutes, abdominals, obliques, anterior-deltoid",unknown,Advanced,Muscle Building,"1
Bring yourself to a strict push-up position
2
Raise opposite limbs till they are parallel to the ground
3
Hold for a split second and then try to bring your elbow to your opposite knee by driving both towards the centre of the body.
4
Spine might curve slightly but you should not shift your hips during the movement.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Shoulders Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/core-stability-5-crosslateral-limb-raise-into-knee-elbow-tuck-push-up-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-5-crosslateral-limb-raise-into-knee-elbow-tuck-push-up-position-front.mp4#t=0.1
Core Stability Regression Crosslateral Limb Raise Push Up Position,"glutes, abdominals, obliques, anterior-deltoid",unknown,Advanced,Muscle Building,"1
Bring yourself to a strict push-up position
2
Tap the hand of the working arm on the ground to find your balance. Raise opposite limbs till they are parallel to the ground
3
Hold for a split second and then try to bring your elbow to your opposite knee by driving both towards the centre of the body.
4
Spine might curve slightly but you should not shift your hips during the movement.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Shoulders Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/core-stability-regression-crosslateral-limb-raise-push-up-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-regression-crosslateral-limb-raise-push-up-position-side.mp4#t=0.1
Corpse Pose,biceps,unknown,Beginner,Stretching,"1
Lie down on your back with your legs straight and arms at your sides.
2
Close your eyes and take deep breaths in through your nose and out through your mouth.
3
Allow your body to completely relax and let go of any tension.
4
Hold for several minutes and then slowly come back up to a seated position.



Savasana, beginner Yoga exercise, Yoga Exercises, Bicep Exercise, How to do Corpe Pose, Yoga Pose, Yoga Fitness, Corpe Pose, How To Do A Corpe Pose, Arm Exercise, Yoga, Biceps Exercise",https://musclewiki.com/yoga/male/biceps/corpe-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-core-pose-side.mp4#t=0.1
Crescent Moon Pose,quads,unknown,Beginner,Stretching,"1
Begin in Runner's Lunge pose with your right foot forward.
2
Slowly lift your torso up and bring your arms overhead, palms facing each other.
3
Make sure your right knee is directly above your ankle, and your left leg is straight behind you.
4
Hold for a few breaths before repeating on the other side.



Añjaneyasana, beginner Yoga exercise, How to do Crescent Moon Pose, How To Do A Crescent Moon Pose, Yoga, Leg Exercise, Quad Exercise, Quads Exercise, Yoga Pose, Yoga Exercises, Anjaneyasana, Crescent Moon Pose, Yoga Fitness",https://musclewiki.com/yoga/male/quads/crescent-moon-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crescent-moon-pose-front.mp4#t=0.1
Crescent Moon Pose Quad Stretch,quads,unknown,Intermediate,Stretching,"1
Begin in Crescent Moon Pose with your right foot forward and a block nearby.
2
Place the block at the highest height under your left hand.
3
Reach your left arm behind you and take hold of your left foot or ankle.
4
Gently pull your foot towards your buttocks while pressing your left hand into the block to deepen the stretch in your left quad. Hold for a few breaths before releasing and repeating on the other side.



Quad Exercise, Quad Stretch, Leg Exercise, Añjaneyasana, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, How To Do A Crescent Moon Pose Quad Stretch, Yoga Pose, Quads Exercise, Crescent Moon Pose Quad Stretch, Yoga, How to do Crescent Moon Pose Quad Stretch",https://musclewiki.com/yoga/male/quads/crescent-moon-pose-quad-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crescent-moon-pose-quad-stretch-front.mp4#t=0.1
Crescent Moon Pose Quad Stretch With Block,quads,unknown,Beginner,Stretching,"1
Begin in Crescent Moon Pose with your right foot forward and a block nearby.
2
Place the block at the highest height under your left hand.
3
Reach your left arm behind you and take hold of your left foot or ankle.
4
Gently pull your foot towards your buttocks while pressing your left hand into the block to deepen the stretch in your left quad. Hold for a few breaths before releasing and repeating on the other side.



Añjaneyasana, beginner Yoga exercise, Crescent Pose, How to do Crescent Moon Pose Quad Stretch With Block, Anjaneyasana With Blocks, Yoga, Leg Exercise, Quad Exercise, Yoga Pose, Yoga Exercises, Anjaneyasana, How To Do A Crescent Moon Pose Quad Stretch With Block, Quads Exercise, Yoga Fitness",https://musclewiki.com/yoga/male/quads/crescent-moon-pose-quad-stretch-with-block/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crescent-moon-pose-quad-stretch-with-block-side.mp4#t=0.1
Criss Cross Bow Tie Pose,traps,unknown,Beginner,Stretching,"1
Stand with your feet hip-width apart and your arms at your sides.
2
Cross your right arm over your left arm, bringing your palms together in front of your chest.
3
Lower your arms down so that your palms face down towards the ground, and your right elbow is resting on top of your left elbow.
4
Hold for a few breaths, then switch sides.



Bow Tied Pose, How To Do A Criss Cross Bow Tie Pose, beginner Yoga exercise, Trapezius Exercise, Yoga, Traps Exercise, Yoga Pose, Bow Tie Pose, Yoga Exercises, How to do Criss Cross Bow Tie Pose, Yoga Fitness",https://musclewiki.com/yoga/male/traps/bow-tie-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-bow-tie-pose-front.mp4#t=0.1
Crosslateral Core Stabilisation Unilateral Load Kettlebell,"forearms, obliques",kettlebells,Intermediate,Muscle Building,"1
Begin by standing with your feet hip-width apart and holding a kettlebell at one side of your body, with your palms facing your thighs.
2
Hing forward with a flat back and lift the kettlebell.
3
Hold the kettlebell at your side and make sure to not lean to one side.



Forearms Exercise, Ab Exercise, Obliques, Obliques Exercise, Forearm Exercise",https://musclewiki.com/recovery/male/forearms/crosslateral-core-stabilisation-unilateral-load-kettlebell/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-crosslateral-core-stabilisation-unilateral-load-kettlebell-front.mp4#t=0.1
Crow Pose,biceps,machine,Advanced,Stretching,"1
Begin in a squatting position with your feet together and your knees apart.
2
Place your hands on the floor in front of you, shoulder-width apart. Keep your arms straight and engage your core.
3
Slowly shift your weight forward and lift your feet off the ground, coming onto your tiptoes.
4
Bend your elbows and lean your weight onto your hands, shifting your knees towards your upper arms.
5
Gently lift one foot off the ground, and then the other, balancing on your hands. Hold the pose for a few breaths before releasing back to the ground.



Biceps Exercise, Crow Pose, Bicep Exercise, advanced Yoga exercise, Yoga, advanced exercise, How To Do A Crow Pose, Yoga Pose, Yoga Exercises, Arm Exercise, How to do Crow Pose, Crow Pose Arm Balancing, Yoga Fitness",https://musclewiki.com/yoga/male/biceps/crow-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crow-pose-front.mp4#t=0.1
Dead Bugs Cross Lateral,"abdominals, obliques",unknown,Beginner,Muscle Building,"1
Lay on your back. Extend your straight arms above the chest and raise your bent knees till they are over your hips.
2
Lower opposite limbs towards the ground. You can feel the ground but do not rest on or tap off of the ground.
3
Maintain a flat lower back throughout the movement (lower back should be in contact with the ground).



Obliques, Obliques Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Ab Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/dead-bugs-cross-lateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-dead-bugs-cross-lateral-front.mp4#t=0.1
Dead Bugs Same Side,"abdominals, obliques",unknown,Beginner,Muscle Building,"1
Lay on your back. Extend your straight arms above the chest and raise your bent knees till they are over your hips.
2
Lower limbs of the same side towards the ground. You can feel the ground but do not rest on or tap off of the ground.
3
Maintain a flat lower back throughout the movement (lower back should be in contact with the ground).



Abdominal Exercise, Abs, Abs Exercise, Ab Exercise, Abdominals Exercise, Obliques, Obliques Exercise",https://musclewiki.com/recovery/male/abdominals/dead-bugs-same-side/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-dead-bugs-same-side-side.mp4#t=0.1
Deadlift Bounces Stretch,"hamstrings, glutes",unknown,Beginner,Stretching,"1
Stand up straight with a good form.
2
Send your hips back and start tilting the upper body.
3
Maintain a straight back as you aim for your toes.
4
Your range depends on your hamstring flexibility.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/lowerback/deadlift-bounces-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-deadlift-bounces-stretch-front.mp4#t=0.1
Dorsal Flexion Hold,tibialis,unknown,Novice,Muscle Building,"1
From the standing position, raise your toes and balance on your heels for the given duration.
2
Maintain a good upper body form.



Calves Exercise, Leg Exercise, Calves, Tibialis Exercise",https://musclewiki.com/recovery/male/ankles/dorsal-flexion-hold/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-dorsal-flexion-2-isometric-standing-bilateral-front.mp4#t=0.1
Double Pigeon Pose,glutes,unknown,Beginner,Stretching,"1
Sit on the ground with your legs extended in front of you.
2
Place a block under your left knee, then bend your right knee and stack it on top of your left ankle.
3
Flex both feet and gently press your knees towards the ground, feeling a stretch in your hips.
4
Hold the pose for a few breaths, then switch sides and repeat.



Butt Exercise, beginner Yoga exercise, How To Do A Double Pigeon Pose, Yoga, Glutes Exercise, How to do Double Pigeon Pose, Glute Exercise, Yoga Pose, Yoga Exercises, Agnistambhasana, Double Pigeon Pose, Fire Log Pose, Yoga Fitness",https://musclewiki.com/yoga/male/glutes/double-pigeon-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-double-pigeon-pose-side.mp4#t=0.1
Downward Dog,biceps,unknown,Beginner,Stretching,"1
Begin on your hands and knees with your hands shoulder-width apart and your knees hip-width apart.
2
Spread your fingers wide and press down into your palms, making sure that your fingers are evenly spaced and facing forward.
3
Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible.
4
Press your hips up and back, bringing your body into an inverted ""V"" shape.
5
Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground.
6
Hold the pose for several breaths, then release and return to your starting position.



Biceps Exercise, Downward Dog, beginner Yoga exercise, How To Do A Downward Dog, Yoga, How to do Downward Dog, Yoga Pose, Yoga Exercises, Arm Exercise, Bicep Exercise, Adho Mukha Svanasana, Yoga Fitness",https://musclewiki.com/yoga/male/biceps/downward-dog/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-side.mp4#t=0.1
